Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,"Total Buffer 
Pool Deposits",Reversals Covered by Buffer Pool,Reversals Not Covered by Buffer,First Year of Project
GS790,GS790_Sustainable Small Hydropower Programme of Activities (PoA) in Indonesia (300218),GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,,South East Asia,Indonesia,,,South Pole Carbon Asset Management Ltd.,0,0,0,0,,,
GS792,Clean Energy One Biomass Power Plant Project (300548),GOLD,No,Gold Standard Certified Design,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,Thailand,,,Swiss Carbon Assets Ltd.,0,0,0,0,,,
GS793,Wastewater Treatment and Methane Recovery at Green Field Joint Stock Company (300652),GOLD,No,Listed,Waste Management,Methane Recovery in Wastewater,Reduction,ACM0014 Treatment of wastewater,South East Asia,Vietnam,,,Swiss Carbon Assets Ltd.,0,0,0,0,,,
GS794,GS790_Sustainable Small Hydropower Programme of Activities (PoA) - CPA Manggani Hydroelectric Project Pre-CDM VER,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,,South East Asia,Indonesia,,,South Pole Carbon Asset Management Ltd.,0,0,0,0,,,
GS795,Wastewater Treatment and Methane Recovery at Green Field Joint Stock Company (300652)_pre-CDm VER,GOLD,No,Listed,Waste Management,Methane Recovery in Wastewater,Reduction,,South East Asia,Vietnam,,,Swiss Carbon Assets Ltd.,0,0,0,0,,,
GS799,Clean Energy One Biomass Power Plant Project (300548)_pre-CDM VER,GOLD,No,Listed,Renewable Energy,Biomass,Reduction,,South East Asia,Thailand,,,Swiss Carbon Assets Ltd.,0,0,0,0,,,
GS809,Ayranly  Hydroelectric Power Plant,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,Other,Middle East,Turkey,,,ENCEV Enerji,0,0,0,0,,,
GS812,DINC HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,,Middle East,Turkey,,,SerCarbon,0,0,0,0,,,
GS813,Solar Cookstoves Project in Bolivia,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,South America,Bolivia,,,GoodPlanet,14271,10361,3910,0,,,2009.0
GS814,Solar Cookstoves Project in Peru,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,,South America,Peru,,,GoodPlanet,26278,16571,9707,0,,,2010.0
GS816,Wind Park Vader Piet Aruba,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Carribean,Aruba,,,WEB Aruba N.V.,1075844,1005704,70140,0,,,2012.0
GS817,Arakalagudu Biodigester Project II,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,GS Baseline and Monitoring Methodology Biodigester v1.,South Asia,India,,,GoodPlanet,40236,16509,23727,0,,,2010.0
GS822,"GS790_Sustainable Small Hydropower PoA - 1.1 MW Manggani Mini Hydroelectric Project, West Sumatera, Indonesia (300469)",GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,Indonesia,,,South Pole Carbon Asset Management Ltd.,0,0,0,0,,,
GS824,Shimba Hills Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,233416,208565,24851,0,,,2010.0
GS825,Likoni and Shimoni Improved Cook Stove Project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 2.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,10284,7679,2605,0,,,2011.0
GS826,"Biomass based power project in Punjab, India",GOLD,No,Listed,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,South Asia,India,,,Dee Development Engineers Pvt. Ltd.,0,0,0,0,,,
GS827,Shimoni Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,4119,3937,182,0,,,2011.0
GS828,Amayo Phase II Wind Power Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Central America,Nicaragua,,,Consorcio EÃ³lico Amayo S.A,440494,16477,424017,0,,,2014.0
GS831,Hasanlar HEPP,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS832,Efficient Cook Stoves in the Bahian Reconcavo region,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,South America,Brazil,,,Instituto Perene,54769,54686,83,0,,,2011.0
GS834,GS834 Improved Cooking Stoves for Nigeria Programme of Activities,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Nigeria,,,atmosfair gGmbH,0,0,0,0,,,
GS835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,China,,,Climate Bridge (Shanghai) Ltd.,193998,193114,884,0,,,2009.0
GS836,Amayo 40 MW Wind Power Project-Nicaragua - Pre CDM VERs,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Central America,Nicaragua,,,Consorcio EÃ³lico Amayo S.A,11429,11335,94,0,,,2009.0
GS840,"La La Hydropower Project, Vietnam",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,Vietnam,,,ecotawa AG,0,0,0,0,,,
GS841,DAKFOCAM Wastewater project,GOLD,No,Gold Standard Certified Project,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.C. Thermal energy production with or without electricity,South East Asia,Vietnam,,,ecotawa AG,23803,0,23803,0,,,2011.0
GS843,Kisumu Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,168776,136385,32391,0,,,2010.0
GS845,"Zeytineli Wind Power Project, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Bilgin Güc Santralleri Enerji Üretim A.S,0,0,0,0,,,
GS846,"Esendurak HPP, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS847,China Resources Yanggao Changcheng 49.5MW Wind Power Project,GOLD,No,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,China,,,"Goldchina Consultancy International Co., Ltd",0,0,0,0,,,
GS848,Alabalik I-II HEPP,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS849,Social Education and Development Society (SEDS) Biogas CDM project for the rural poor,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,India,,,Social Education & Development Society (SEDS),84978,0,84978,0,,,2011.0
GS850,Dissemination of fuel efficient biomass stoves and water purification systems in Tanzania,GOLD,No,Gold Standard Certified Project,Household & Community,Bundled Energy Efficiency,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,Tanzania,,,"Envirofit International, Ltd.",194902,193224,1678,0,,,2011.0
GS852,Canela Wind Farm Project,GOLD,No,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South America,Chile,,,ENDESA S.A.,0,0,0,0,,,
GS854,Balikesir Susurluk 45 MW Wind Farm Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,İltek Enerji Yatırım Sanayi ve Ticaret A.Ş.,300837,226547,74290,25100,,,2011.0
GS858,Improved Cook Stoves CDM project of JSMBT,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,South Asia,India,,,Janara Samuha Mutual Benefit Trust (JSMBT),153547,6645,146902,0,,,2012.0
GS859,Improved Cook Stoves CDM project of SAMUHA,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,South Asia,India,,,SAMUHA,0,0,0,0,,,
GS860,Sirakonaklar HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,3M Enerji ve Elektrik Uretim A.S.,0,0,0,0,,,
GS861,Maren Geothermal Power Plant,GOLD,No,Gold Standard Certified Design,Renewable Energy,Geothermal,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS862,Auchan China PEMS Retrofit Energy Efficiency Project,GOLD,No,Gold Standard Certified Design,Industrial & Commercial,Energy Efficiency,Reduction,AMS-II.E. Energy efficiency and fuel switching measures for buildings,East Asia,China,,,Baseline Sustainability,0,0,0,0,,,
GS864,Merekler HEPP,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS865,TBEC Tha Chang Biogas Project PreCDMVER,GOLD,No,Gold Standard Certified Design,Waste Management,Methane Recovery in Wastewater,Reduction,ACM0014 Treatment of wastewater,South East Asia,Thailand,,,Carbon Bridge Pte Ltd,0,0,0,0,,,
GS866,Univanich Lamthap POME Biogas Project PreCDMVER,GOLD,No,Gold Standard Certified Project,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,Thailand,,,Carbon Bridge Pte Ltd,29764,29764,0,0,,,2008.0
GS869,Biogas utilization project in Zhejiang Jingxing Paper Joint Stock Co. Ltd.. (300660),GOLD,No,Gold Standard Certified Project,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.F. Renewable electricity generation for captive use and mini-grid,East Asia,China,,,Swiss Carbon Assets Ltd.,37246,0,37246,0,,,2011.0
GS870,Adasu Regulator Hydro Power Plant,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Selin _n_aat Turizm M_.San.VeTic. Ltd._ti.,0,0,0,0,,,
GS871,"Sekiyaka  HPP Small Scale Hydro Power Project, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Akfen Yenilenebilir Enerji A.S.,0,0,0,0,,,
GS872,Cataloluk HEPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,82944,81061,1883,0,,,2010.0
GS873,"Yagmur HPP Small Scale Hydro Power Project, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Akfen Yenilenebilir Enerji A.S.,0,0,0,0,,,
GS874,Demirciler HPP Small Scale Hydro Power Project,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Akfen Yenilenebilir Enerji A.S.,0,0,0,0,,,
GS875,"Kavak̤ali Small Scale Hydro Power Project, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Akfen Yenilenebilir Enerji A.S.,0,0,0,0,,,
GS876,TBEC LIG Biogas Project,GOLD,No,Listed,Waste Management,Methane Recovery in Wastewater,Reduction,ACM0014 Treatment of wastewater,South East Asia,Laos,,,Carbon Bridge Pte Ltd,0,0,0,0,,,
GS879,"Energy Efficient Cook Stoves for Siaya Communities, Kenya",GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,Kenya,,,myclimate Foundation,962965,701178,261787,0,,,2011.0
GS880,Improved cook-stoves in Guinea,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.,Sub Saharan Africa,Guinea,,,Bolivia Inti Sud Soleil,11779,10973,806,0,,,2015.0
GS883,Aberdares Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,101776,89692,12084,0,,,2010.0
GS885,TUZKOY HEPP,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS886,Sustainable Deployment of the LifeStraw Family in rural Kenya,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,Vestergaard Frandsen Group SA,4476205,4446569,29636,0,,,2011.0
GS887,DARCA HEPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Desilyon Consultancy Trade J.S.C.,43160,43074,86,0,,,2011.0
GS888,7.05 MW KUTAY HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS889,8.6 MW RIZA HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,,Middle East,Turkey,,,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,0,0,0,0,,,
GS891,Posof III HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,SerCarbon,0,0,0,0,,,
GS893,"Gelinkaya  HPP Small Scale Hydro Power Project, Turkey",GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Akfen Yenilenebilir Enerji A.S.,0,0,0,0,,,
GS905,Sah Wind Power Plant,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Cagla Balci Eris,1431277,526938,904339,100190,,,2011.0
GS906,Canakkale WPP,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Enerjisa Enerji Uretim A.S.,339977,337331,2646,20,,,2011.0
GS909,"Energy from Coffee Wastewater at Beneficio El Carmen, CISA",GOLD,No,Gold Standard Certified Design,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Central America,Nicaragua,,,Climate Neutral Group,0,0,0,0,,,
GS910,BUKOR II Hepp,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,Desilyon Consultancy Trade J.S.C.,0,0,0,0,,,
GS911,Solar Lighting in Rural Areas PoA,GOLD,No,Gold Standard Certified Design,Renewable Energy,Solar Lighting,Reduction,AMS-I.A. Electricity generation by the user,Sub Saharan Africa,Ethiopia,,,myclimate Foundation,0,0,0,0,,,
GS913,"Efficient Wood Fuel Stove-Cooking-Sets, Lesotho",GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Lesotho,,,atmosfair gGmbH,229704,25316,204388,0,,,2012.0
GS916,"The Breathing Space Improved Cooking Stoves Programme, India",GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,South Asia,India,,,"Envirofit International, Ltd.",0,0,0,0,,,
GS917,Cakirlar Run-off-River Hydro Power Plant,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Anadolu Elektrik Uretim ve Tic. A.S.,95664,95664,0,0,,,2013.0
GS918,"GS1205 Sustainable Energy for Development PoA, VPA 1: Improved Cook Stove project in Longjie, Guizhou",GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,East Asia,China,,,Initiative Developpement,10985,5945,5040,0,,,2012.0
GS922,Solar Lighting in Rural Ethiopia - VPA 1,GOLD,No,Gold Standard Certified Project,Renewable Energy,Solar Lighting,Reduction,AMS-I.A. Electricity generation by the user,Sub Saharan Africa,Ethiopia,,,myclimate Foundation,51159,19865,31294,0,,,2010.0
GS923,"Madranbaba 19.5 MW Wind Power Project, Turkey",GOLD,No,Listed,Renewable Energy,Wind,Reduction,,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS924,Kakuma Sustainable Energy Solutions,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v1.,Sub Saharan Africa,Kenya,,,Access 2 Carbon Markets/ e)mission,0,0,0,0,,,
GS926,Yamac HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Yamac Enerji Uretim A.S.,0,0,0,0,,,
GS927,"Karasu 1 HPP 3.8 MWe Small Scale Run-of River Power Project, Turkey",GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS928,"Karasu 4.2 HPP 9.6 MWe Small Scale Run-of River Power Project, Turkey",GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS929,"Karasu 4.3-5 HPP 7.14 MWe Small Scale Run-of River Power Project, Turkey",GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,FutureCamp Climate GmbH,0,0,0,0,,,
GS931,Miaoli 49.8MW Wind Farm Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,East Asia,Taiwan,,,Nanjitan Asset Management Ltd.,570190,303642,266548,0,,,2010.0
GS935,"Samsun Landfill Gas to Energy Project, Turkey",GOLD,No,Gold Standard Certified Project,Waste Management,Landfill Methane,Reduction,ACM0001 Flaring or use of landfill gas,Middle East,Turkey,,,Cagla Balci Eris,852970,465363,387607,190,,,2011.0
GS936,GS936 Clean Cook Stoves in Sub-Saharan Africa by ClimateCare Limited,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Uganda,,,ClimateCare Limited,0,0,0,0,,,
GS939,Nairobi River Basin Biogas Project,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Sub Saharan Africa,Kenya,,,atmosfair gGmbH,22027,0,22027,0,,,2012.0
GS942,"Methane Recovery and Utilization at PT. Musim Mas Palm Oil Mill in Pangkalan Lesung, Riau Indonesia",GOLD,No,Gold Standard Certified Design,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-III.H. Methane recovery in wastewater treatment,South East Asia,Indonesia,,,PT. Musim Mas,0,0,0,0,,,
GS947,Killik Wind Power Plant,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,İltek Enerji Yatırım Sanayi ve Ticaret A.Ş.,257223,212402,44821,113,,,2011.0
GS949,"Clean and Efficient Cooking and Heating Project, China",GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,East Asia,China,,,Impact Carbon,1778775,1708329,70446,0,,,2009.0
GS950,"Kayaduzu Wind Power Plant, Turkey",GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,İltek Enerji Yatırım Sanayi ve Ticaret A.Ş.,326782,277588,49194,0,,,2012.0
GS951,VIZARA 8.9MW HYDROELECTRIC POWER PLANT,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Nous Energy Consult & Trade Ltd.,0,0,0,0,,,
GS954,Los Hierros Hydroelectric Plant,GOLD,No,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South America,Chile,,,Besalco Energa Renovable S.A.,0,0,0,0,,,
GS955,"Akres Wind Power Project,Turkey",GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Akhisar Enerji Anonim Şirketi,74514,41006,33508,0,,,2011.0
GS956,Ayvacik 5.0 MW Wind Power Plant,GOLD,No,Listed,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Ayres Ayvacik Ruz. Ener. Elek. Ure. Sant. Ltd. Sti,0,0,0,0,,,
GS959,Kapidag Wind Power Plant,GOLD,No,Listed,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Deactivated Projects,0,0,0,0,,,
GS961,Nam Hong Hydropower Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,Vietnam,,,Vietnam Carbon Assets Ltd.,84553,0,84553,0,,,2012.0
GS963,Sares 22.5 MW Wind Power Plant,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Garet Enerji Uretim ve Tic A.S.,245630,245630,0,0,,,2011.0
GS966,Paradigm Healthy Cookstove and Water Treatment Project,GOLD,No,Gold Standard Certified Project,Household & Community,Bundled Energy Efficiency,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,The Paradigm Project,1577010,1532755,44255,0,,,2010.0
GS967,"Yinjiang  Rural Methane Digesters Project in Guizhou Province, China",GOLD,No,Listed,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,China,,,"Guizhou Honor Carbon Asset Management Co., Ltd",0,0,0,0,,,
GS969,Mavi HEPP,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,SUEN Ltd.,0,0,0,0,,,
GS971,Balikesir 142.5 MW Wind Power Plant Project,GOLD,No,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,Enerjisa Enerji Uretim A.S.,1629436,1456398,173038,0,,,2012.0
GS972,Kalecik Hydro Electric Power Plant,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,Turkey,,,ENERKA Kalecik Elektrik retim ve Pazarlama Anonim,0,0,0,0,,,
GS973,Improved Cook Stoves for East Africa (ICSEA) PoA,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub Saharan Africa,Uganda,,,Uganda Carbon Bureau,0,0,0,0,,,
GS976,Meru Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,180964,175734,5230,0,,,2011.0
GS977,Msambweni Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,16261,16261,0,0,,,2011.0
GS978,West Kisumu Improved Cook Stoves,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,Kenya,,,CO2balance UK ltd,14841,12882,1959,0,,,2011.0
GS979,Iganga Improved Cook Stoves,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,,Sub Saharan Africa,Uganda,,,CO2balance UK ltd,0,0,0,0,,,
GS980,"Accion Fraterna Biogas CDM project for rural communities in Anantapur, Andhra Pradesh",GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,India,,,Accion Fraterna Ecology Centre,0,0,0,0,,,
GS984,SUCATI Hydropower Project,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,Turkey,,,BorgaCarbon Consultancy Ltd.,0,0,0,0,,,
GS986,Highveld Air Quality - NFS project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,8377,8353,24,0,,,2009.0
GS987,Highveld Air Quality - Emfuleni project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,11589,11570,19,0,,,2009.0
GS988,Highveld Air Quality - EMM north project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,41141,40556,585,0,,,2010.0
